file,label,x,y,dx,dy,code,phase,
1154,person3,866,568,813.3647,577.2233,0,3,
1154,person3,1159,706,912.773,554.1455,0,3,
1154,person3,1806,601,752.7017,1823.777,0,3,
1154,person3,1416,614,1327.861,631.7895,0,4,
1154,person3,1281,592,1260.7035,629.2518,0,4,
1154,person3,1288,740,1240.8533,682.7981,0,4,
1154,person3,1128,563,1037.2094,599.2237,0,4,
1154,person3,728,580,621.0648,583.0078,0,4,
1154,person3,548,576,402.9497,594.1724,0,4,
1154,person3,621,866,483.6417,899.4612,0,4,
1154,person3,903,709,812.3789,766.5427,0,4,
1154,person3,972,837,894.0403,822.4924,0,4,
1154,person3,1111,623,1121.0355,645.1693,0,4,
1154,person3,1183,715,1131.7479,652.2852,0,4,
1154,person3,284,695,979.5144,256.9062,0,4,
1154,person3,1792,639,1075.4724,259.649,0,4,
1154,person3,1296,698,1234.8394,725.2631,0,5,
1154,person3,999,600,925.694,581.9113,0,5,
1154,person3,882,833,814.7922,864.7526,0,5,
1154,person3,1139,574,1071.455,593.4803,0,5,
1154,person3,514,571,394.2642,578.3347,0,5,
1154,person3,1377,610,1345.4219,636.6451,0,5,
1154,person3,1303,714,1056.3312,260.6432,0,5,
1154,person3,316,711,83.3542,743.6541,0,5,
1154,person3,608,838,438.7782,897.6657,0,5,
1154,person3,1193,731,1111.2936,709.2823,0,5,
1154,person3,1118,583,1006.2272,317.8223,0,5,
1154,person3,1793,626,1731.7653,630.2103,0,5,
1154,person3,948,544,899.2017,488.4902,0,6,
1154,person3,954,542,900.6944,498.7191,0,6,
1154,person3,963,183,930.0003,119.555,0,6,
1154,person3,324,179,183.1985,75.9381,0,6,
1154,person3,321,532,129.8963,515.4429,0,6,
1154,person3,319,890,101.1718,975.5089,0,6,
1154,person3,966,904,890.5608,915.3474,0,6,
1154,person3,1601,903,1621.13,1002.1039,0,6,
1154,person3,1601,538,1636.785,545.9407,0,6,
1154,person3,1604,175,1658.3625,123.686,0,6,
1157,person14,958,538,919.4557,371.8975,0,1,
1157,person14,964,184,930.1778,-24.7417,0,1,
1157,person14,1604,181,1794.4561,-2.9762,0,1,
1157,person14,1597,545,1745.2858,421.1609,0,1,
1157,person14,1599,902,1722.2118,906.5663,0,1,
1157,person14,966,899,904.2736,728.3701,0,1,
1157,person14,322,899,70.2313,921.1360000000001,0,1,
1157,person14,315,536,77.3587,423.3111,0,1,
1157,person14,314,181,73.5983,-98.0425,0,1,
1157,person14,323,726,0.3847,847.2294,0,2,
1157,person14,551,692,549.5491,723.296,0,2,
1157,person14,275,721,119.7291,636.0355,0,2,
1157,person14,1089,852,977.5871,154.8084,0,2,
1157,person14,1849,622,1736.0355,360.9706,0,2,
1157,person14,1133,847,977.2334,440.9197,0,3,
1157,person14,997,579,985.1813,437.9003,0,3,
1157,person14,441,700,188.7514,615.2791,0,3,
1157,person14,1166,578,1180.3694,425.1163,0,3,
1157,person14,292,695,61.3892,667.7681,0,3,
1157,person14,1317,686,1353.0699,593.3622,0,3,
1157,person14,1815,625,957.1356,210.9495,0,3,
1157,person14,1404,567,1411.7677,494.6121,0,4,
1157,person14,1282,578,1351.6136,467.5308,0,4,
1157,person14,1318,702,1101.6692,326.8323,0,4,
1157,person14,1157,604,1102.0754,465.3343,0,4,
1157,person14,773,595,721.696,453.5802,0,4,
1157,person14,535,588,432.3427,469.3588,0,4,
1157,person14,614,852,438.6971,712.8661,0,4,
1157,person14,953,725,860.6105,611.3171,0,4,
1157,person14,1004,868,986.2435,706.3633,0,4,
1157,person14,1144,588,1179.6995,478.2509,0,4,
1157,person14,1203,700,983.9769,150.219,0,4,
1157,person14,291,719,59.9458,671.9246,0,4,
1157,person14,1832,612,872.1381,120.6458,0,4,
1157,person14,757,575,606.5919,470.7012,0,5,
1157,person14,524,591,351.75199999999995,506.4208,0,5,
1157,person14,439,695,237.0986,654.6941,0,5,
1157,person14,774,581,715.8604,408.5845,0,5,
1157,person14,1281,560,1316.5848,485.2435,0,5,
1157,person14,386,586,199.6174,523.7932,0,5,
1157,person14,889,578,775.0262,453.3507,0,5,
1157,person14,750,587,687.5587,481.6111,0,5,
1157,person14,530,582,357.3781,504.404,0,5,
1157,person14,1178,696,1192.7179,608.0997,0,5,
1157,person14,423,706,212.5363,668.3284,0,5,
1157,person14,783,573,1018.4388,146.4074,0,5,
1157,person14,1805,626,907.2658,148.559,0,5,
1157,person14,965,543,918.123,412.7057,0,6,
1157,person14,957,182,932.9738,47.4239,0,6,
1157,person14,1595,179,1740.9907,57.6999,0,6,
1157,person14,1603,541,1714.9862,478.5309,0,6,
1157,person14,1606,899,1687.1465,955.6567,0,6,
1157,person14,952,903,918.077,780.4041,0,6,
1157,person14,320,908,101.7229,941.3739999999999,0,6,
1157,person14,310,538,102.7661,464.5059,0,6,
1157,person14,328,186,125.77,2.0778,0,6,
1158,person0,324,184,159.9008,96.1491,0,1,
1158,person0,962,184,938.2861,142.5925,0,1,
1158,person0,1604,181,1730.4269,176.3865,0,1,
1158,person0,1605,526,1632.6686,658.53,0,1,
1158,person0,1603,547,1647.0770000000002,648.8115,0,1,
1158,person0,321,543,139.7626,597.099,0,1,
1158,person0,963,544,889.7982,563.9166,0,1,
1158,person0,963,904,892.4022,1001.3388,0,1,
1158,person0,1593,898,1594.8772,1086.7463,0,1,
1158,person0,311,877,1545.0383,1111.2156,0,1,
1158,person0,314,882,1565.5131,1174.0916,0,1,
1158,person0,324,895,207.5781,1124.7845,0,1,
1158,person0,1391,601,1379.5245,661.4517,0,2,
1158,person0,1119,611,1157.7784,655.2841,0,2,
1158,person0,1297,580,955.5868,329.6548,0,2,
1158,person0,758,606,487.8797,580.7358,0,2,
1158,person0,633,600,898.9338,290.0134,0,2,
1158,person0,1812,662,1491.7493,536.2339,0,2,
1158,person0,411,571,225.2527,678.8749,0,3,
1158,person0,901,592,797.1451,745.0830000000001,0,3,
1158,person0,396,742,284.0422,864.1285,0,3,
1158,person0,1290,609,1279.8479,659.0851,0,3,
1158,person0,603,872,457.1477,1060.0437,0,3,
1158,person0,1198,723,117.0776,890.065,0,3,
1158,person0,1138,596,96.6073,1108.468,0,3,
1158,person0,1849,693,940.8962,156.6497,0,3,
1158,person0,1383,591,1847.0426,673.9214,0,4,
1158,person0,1274,593,1248.4227,695.6519,0,4,
1158,person0,1290,721,881.4423,-105.1328,0,4,
1158,person0,1152,585,966.7426,155.8417,0,4,
1158,person0,761,574,1916.5629,497.0605,0,4,
1158,person0,512,601,3197.7493,1173.9719,0,4,
1158,person0,615,865,-102.9564,984.5125,0,4,
1158,person0,929,720,955.4727,829.9014,0,4,
1158,person0,976,858,905.4164,494.0141,0,4,
1158,person0,1141,600,1147.2285,684.5848,0,4,
1158,person0,1172,703,1139.6960000000001,707.5497,0,4,
1158,person0,327,740,930.7517,403.0501,0,4,
1158,person0,1873,628,986.1249,266.512,0,4,
1158,person0,293,591,238.59799999999998,689.3333,0,5,
1158,person0,343,582,260.4928,684.7988,0,5,
1158,person0,499,579,420.7239,664.0607,0,5,
1158,person0,636,607,888.9667,353.7094,0,5,
1158,person0,789,594,708.5188,639.6537,0,5,
1158,person0,876,587,1020.0941,348.1952,0,5,
1158,person0,294,727,286.2212,851.1727,0,5,
1158,person0,436,715,247.4433,855.7559,0,5,
1158,person0,505,606,1026.7617,311.7193,0,5,
1158,person0,631,599,549.686,674.1437,0,5,
1158,person0,773,602,725.5648,659.2585,0,5,
1158,person0,872,601,1058.6749,316.3646,0,5,
1158,person0,1832,683,1083.5605,402.0789,0,5,
1158,person0,314,902,176.2527,1100.645,0,6,
1158,person0,321,541,177.30700000000002,642.7896,0,6,
1158,person0,315,172,196.1395,200.5945,0,6,
1158,person0,964,180,944.4561,215.9396,0,6,
1158,person0,1601,179,1671.2926,228.8704,0,6,
1158,person0,1603,532,1654.8739,637.2073,0,6,
1158,person0,960,550,916.6015,642.7835,0,6,
1158,person0,953,909,897.9897,964.2209,0,6,
1158,person0,1593,906,1552.9598,1121.0532,0,6,
1159,person10,315,181,278.694,144.3573,0,1,
1159,person10,320,542,252.5336,531.4213,0,1,
1159,person10,315,910,264.7139,956.1783,0,1,
1159,person10,959,898,956.2551,904.9188,0,1,
1159,person10,956,549,953.8546,506.531,0,1,
1159,person10,957,178,967.1485,161.0645,0,1,
1159,person10,1598,176,1653.832,193.0449,0,1,
1159,person10,1591,536,1632.9855,530.7935,0,1,
1159,person10,1604,900,1606.9485,943.9303,0,1,
1159,person10,1206,732,992.8776,239.6558,0,2,
1159,person10,264,710,905.4292,287.1063,0,2,
1159,person10,1130,865,1155.3636,595.4767,0,2,
1159,person10,1129,588,1158.9894,584.2313,0,2,
1159,person10,1303,728,1001.7991,299.2499,0,2,
1159,person10,1830,607,1796.6929,576.8745,0,2,
1159,person10,804,595,909.5576,557.4191,0,3,
1159,person10,1008,582,999.095,548.5995,0,3,
1159,person10,1329,729,968.1992,264.8315,0,3,
1159,person10,590,854,800.6783,924.0116,0,3,
1159,person10,367,853,896.7876,694.9711,0,3,
1159,person10,918,573,928.0253,631.2869,0,3,
1159,person10,1039,701,949.4484,632.7036,0,3,
1159,person10,503,592,430.7915,540.2368,0,3,
1159,person10,407,585,1013.9349,265.3987,0,3,
1159,person10,1830,643,922.1095,290.8358,0,3,
