file,label,x,y,dx,dy,code,phase,
1218,person21,1024,588,1012.5448,551.3861,0,3,
1218,person21,447,716,342.55199999999996,704.1758,0,3,
1218,person21,1131,597,1154.6467,564.1636,0,3,
1218,person21,1171,722,1199.8198,768.3653,0,3,
1218,person21,1807,588,1834.0153,565.9224,0,3,
1218,person21,1398,586,1318.26,563.2338,0,4,
1218,person21,1294,574,1310.6354,568.6611,0,4,
1218,person21,1299,717,1308.8656,720.2261,0,4,
1218,person21,1162,584,1126.9486,573.4128,0,4,
1218,person21,743,575,458.4936,539.5939,0,4,
1218,person21,499,573,453.8108,564.3608,0,4,
1218,person21,611,838,880.2462,733.1069,0,4,
1218,person21,932,710,958.7289999999999,744.1429,0,4,
1218,person21,985,853,955.2012,904.3382,0,4,
1218,person21,1139,600,1142.2946,535.0314,0,4,
1218,person21,1172,737,1192.2733,698.3986,0,4,
1218,person21,324,732,195.5283,687.4511,0,4,
1218,person21,1836,697,1070.9883,202.075,0,4,
1218,person21,530,717,439.1773,684.9507,0,5,
1218,person21,1307,582,1274.0352,553.7939,0,5,
1218,person21,373,577,279.1631,540.0309,0,5,
1218,person21,1281,584,1294.0956,544.6275,0,5,
1218,person21,1297,701,987.0327,857.5969,0,5,
1218,person21,980,867,970.572,861.9983,0,5,
1218,person21,886,573,863.6937,520.9404,0,5,
1218,person21,852,981,806.0122,567.5811,0,5,
1218,person21,768,590,690.7169,530.0639,0,5,
1218,person21,524,574,428.9815,536.8384,0,5,
1218,person21,1194,742,1184.0381,707.9509,0,5,
1218,person21,404,717,337.0042,713.9141,0,5,
1218,person21,764,588,1013.5930000000001,162.4727,0,5,
1218,person21,1839,632,1853.236,558.2188,0,5,
1218,person21,952,538,938.2352,464.6522,0,6,
1218,person21,963,191,940.8302,69.3328,0,6,
1218,person21,960,185,941.4394,78.2275,0,6,
1218,person21,325,182,222.0082,20.0674,0,6,
1218,person21,316,538,214.717,468.8968,0,6,
1218,person21,327,896,216.1264,921.1949,0,6,
1218,person21,953,902,924.0181,891.3018,0,6,
1218,person21,1610,903,1672.0217,904.8927,0,6,
1218,person21,1600,538,1661.207,472.0641,0,6,
1218,person21,1600,172,1669.7383,73.63,0,6,
1219,person20,961,538,940.1859,458.4116,0,1,
1219,person20,963,171,970.7617,149.9898,0,1,
1219,person20,963,901,950.5128,778.0966,0,1,
1219,person20,1596,901,1640.2754,919.3379,0,1,
1219,person20,1605,538,1650.3796,535.6642,0,1,
1219,person20,1593,187,1677.2426,155.9425,0,1,
1219,person20,307,174,219.2241,116.4047,0,1,
1219,person20,324,179,237.0879,135.8988,0,1,
1219,person20,322,539,253.3191,469.2484,0,1,
1219,person20,328,904,273.0904,930.5186,0,1,
1219,person20,1116,850,1121.4414,779.6549,0,2,
1219,person20,307,701,58.0767,732.6247,0,2,
1219,person20,596,584,447.8554,545.9967,0,2,
1219,person20,635,586,972.4991,217.4236,0,2,
1219,person20,621,833,469.7704,775.8179,0,2,
1219,person20,1173,562,1194.4014,492.7622,0,2,
1219,person20,989,842,1039.1272,719.1113,0,2,
1219,person20,1783,639,1724.3184,611.3059,0,2,
1219,person20,757,557,728.6918,479.0583,0,3,
1219,person20,273,714,163.9623,672.7116,0,3,
1219,person20,722,570,433.7301,569.3094,0,3,
1219,person20,1287,598,1331.8734,514.2552,0,3,
1219,person20,1338,972,1077.7128,410.3445,0,3,
1219,person20,972,837,959.5562,214.957,0,3,
1219,person20,1842,559,1784.2323,528.1077,0,3,
1219,person20,1351,561,1307.5308,540.5198,0,4,
1219,person20,1274,569,1315.2018,534.9428,0,4,
1219,person20,1731,458,1405.9346,460.4377,0,4,
1219,person20,1375,570,1371.6783,478.69800000000004,0,4,
1219,person20,1295,560,1330.1877,521.1172,0,4,
1219,person20,1309,706,1316.6898,522.9224,0,4,
1219,person20,1138,605,1143.0027,557.8562,0,4,
1219,person20,751,566,709.8087,513.0528,0,4,
1219,person20,493,568,383.4911,529.9323,0,4,
1219,person20,591,845,511.7804,749.5855,0,4,
1219,person20,918,729,856.5286,632.851,0,4,
1219,person20,984,828,1124.9985,674.1296,0,4,
1219,person20,1132,600,1156.8228,524.8387,0,4,
1219,person20,1173,694,1160.4171,520.5401,0,4,
1219,person20,305,703,546.2053,463.8958,0,4,
1219,person20,1817,673,1852.457,687.079,0,4,
1219,person20,1027,554,1032.2365,590.4833,0,5,
1219,person20,1057,703,1046.7269,607.749,0,5,
1219,person20,1008,562,1042.8605,604.7346,0,5,
1219,person20,1045,703,1037.0826,527.9731,0,5,
1219,person20,767,525,867.0319999999999,538.6721,0,5,
1219,person20,889,620,864.5181,526.9703,0,5,
1219,person20,925,591,866.1781,524.9003,0,5,
1219,person20,635,702,868.7582,523.7523,0,5,
1219,person20,1179,889,868.4921,540.6198,0,5,
1219,person20,487,681,914.5018,502.8665,0,5,
1219,person20,688,663,964.5682,244.7713,0,5,
1219,person20,1019,676,953.7885,721.8301,0,5,
1219,person20,1005,702,952.5989,688.3978,0,5,
1219,person20,940,709,969.8596,640.0759,0,5,
1219,person20,1019,712,951.1754,640.5948,0,5,
1219,person20,1767,480,1718.8081,486.5527,0,5,
1219,person20,1767,480,1039.3965,206.0261,0,5,
1219,person20,1767,480,1778.7852,425.2081,0,5,
1219,person20,1767,480,1800.9968,424.4549,0,5,
1219,person20,1767,480,1798.0846,435.44699999999995,0,5,
1219,person20,1767,480,1797.7474,443.472,0,5,
1219,person20,1767,480,1797.4333,447.8225,0,5,
1219,person20,1767,480,963.683,246.4855,0,5,
1219,person20,1767,480,962.5101,246.0006,0,5,
1219,person20,1767,480,974.2637,235.0495,0,5,
1219,person20,1767,480,994.4597,222.1177,0,5,
1219,person20,1047,723,1075.613,651.0174,0,5,
1219,person20,1148,721,1160.1680000000001,637.9575,0,5,
1219,person20,1075,718,1165.9893,633.6533,0,5,
1219,person20,1137,716,1166.7126,639.496,0,5,
1219,person20,1082,722,1135.3546,642.7759,0,5,
1219,person20,1167,726,1136.5806,656.3392,0,5,
1219,person20,1129,839,1021.1617,775.4754,0,5,
1219,person20,1003,846,803.0498,634.6987,0,5,
1219,person20,816,722,768.3395,635.6501,0,5,
1219,person20,780,598,687.5047,461.6767,0,5,
1219,person20,647,582,544.757,483.9541,0,5,
1219,person20,459,580,261.3741,554.4041,0,5,
1219,person20,483,574,418.2445,495.7177,0,5,
1219,person20,431,584,394.2523,505.8127,0,5,
1219,person20,410,586,986.8612,276.5841,0,5,
1219,person20,1853,622,1256.8564,290.3775,0,5,
1219,person20,950,534,973.378,440.7937,0,6,
1219,person20,955,189,944.1271,141.6248,0,6,
1219,person20,1596,179,1411.0231,285.7896,0,6,
1219,person20,1597,536,1680.1669,540.8325,0,6,
1219,person20,1601,905,1636.496,934.434,0,6,
1219,person20,965,896,956.8609,767.1030000000001,0,6,
1219,person20,322,901,134.7322,921.6336,0,6,
1219,person20,326,549,202.3541,511.5121,0,6,
1219,person20,327,174,533.1071,246.6576,0,6,
1221,person3,958,544,904.3587,539.4791,0,1,
1221,person3,955,179,925.3953,172.4036,0,1,
1221,person3,326,180,228.0961,132.8024,0,1,
1221,person3,311,544,199.4928,569.7458,0,1,
1221,person3,316,894,164.1237,1029.3773,0,1,
1221,person3,952,896,912.1199,985.8691,0,1,
1221,person3,1603,902,1587.6056,1021.7006,0,1,
1221,person3,1597,545,1590.8213,575.3572,0,1,
1221,person3,1601,180,1629.6277,185.2218,0,1,
1221,person3,543,724,678.6666,708.7874,0,2,
1221,person3,333,715,104.0654,758.7667,0,2,
1221,person3,369,579,205.8057,633.5585,0,2,
1221,person3,1116,598,1084.7898,608.8147,0,2,
1221,person3,544,713,881.4324,310.1206,0,2,
1221,person3,1757,580,908.9147,254.2934,0,2,
1221,person3,422,703,247.1583,774.1533,0,3,
1221,person3,1171,697,1128.8564,743.6776,0,3,
1221,person3,619,579,485.97,611.9112,0,3,
1221,person3,371,834,500.7926,812.4082,0,3,
1221,person3,879,586,830.2278,585.6484,0,3,
1221,person3,1419,599,1383.3101,593.8286,0,3,
1221,person3,598,856,466.5103,925.4244,0,3,
1221,person3,349,845,151.0813,948.2007,0,3,
1221,person3,883,610,792.385,605.4017,0,3,
1221,person3,1164,700,1128.9198,737.5334,0,3,
1221,person3,1872,626,1795.0029,635.2349,0,3,
1221,person3,1384,563,1373.5867,564.8998,0,4,
1221,person3,1271,578,1285.858,575.3446,0,4,
1221,person3,1278,705,1267.4966,645.3862,0,4,
1221,person3,1167,607,1102.5051,570.5993,0,4,
1221,person3,768,565,609.5179,528.7899,0,4,
1221,person3,525,584,356.9801,531.1419,0,4,
1221,person3,591,832,487.92400000000004,822.3378,0,4,
1221,person3,886,700,816.5735,731.5807,0,4,
1221,person3,990,820,901.2649,783.0088,0,4,
1221,person3,1142,576,1112.671,582.5134,0,4,
1221,person3,1158,702,1146.5208,710.1759,0,4,
1221,person3,322,722,830.6575,215.4392,0,4,
1221,person3,1775,576,1788.973,618.1854,0,4,
1221,person3,753,575,619.9911,468.7694,0,5,
1221,person3,311,731,83.0517,662.9774,0,5,
1221,person3,1189,759,869.4156,622.2976,0,5,
1221,person3,775,611,696.3851,514.2686,0,5,
1221,person3,867,583,781.1239999999999,512.9590000000001,0,5,
1221,person3,596,839,481.6125,880.704,0,5,
1221,person3,364,864,165.9823,889.4447,0,5,
1221,person3,960,843,901.6808,878.3587,0,5,
1221,person3,865,599,732.0084,514.9248,0,5,
1221,person3,876,951,926.8818,793.4585,0,5,
1221,person3,1053,727,951.8386,710.1721,0,5,
1221,person3,292,726,111.2241,696.2944,0,5,
1221,person3,968,839,914.7081,850.8541,0,5,
1221,person3,1005,619,951.2665,560.7396,0,5,
1221,person3,416,714,241.1522,693.4562,0,5,
1221,person3,367,845,160.3242,861.2658,0,5,
1221,person3,843,986,870.4122,259.0641,0,5,
1221,person3,1285,609,1273.9122,541.6251,0,5,
1221,person3,843,868,798.8248,864.6119,0,5,
1221,person3,402,694,274.3735,669.8833,0,5,
1221,person3,478,610,293.8894,548.3892,0,5,
1221,person3,615,564,459.5262,517.5142,0,5,
1221,person3,422,588,191.7583,514.4067,0,5,
1221,person3,303,711,77.3678,673.1184,0,5,
1221,person3,737,567,662.4507,509.8755,0,5,
1221,person3,1262,607,1220.6619,516.7767,0,5,
1221,person3,618,622,481.0913,515.0909,0,5,
1221,person3,690,1008,555.6323,917.2039,0,5,
1221,person3,393,571,208.2673,554.2722,0,5,
1221,person3,302,739,85.0304,672.0964,0,5,
1221,person3,776,578,630.9418,528.145,0,5,
1221,person3,1151,700,1123.3467,673.3449,0,5,
1221,person3,1050,620,1089.5559,120.6816,0,5,
1221,person3,1866,695,1626.7134,454.3592,0,5,
1221,person3,962,538,900.7769999999999,379.2031,0,6,
1221,person3,964,181,928.1276,3.3171,0,6,
1221,person3,316,180,136.1205,-68.5285,0,6,
1221,person3,319,534,82.51,420.9884,0,6,
1221,person3,319,893,84.9473,927.8464,0,6,
1221,person3,963,900,904.7665,925.2469,0,6,
1221,person3,1608,902,1660.9937,935.4365,0,6,
1221,person3,1604,537,1693.8907,455.5329,0,6,
1221,person3,1604,185,1728.4176,16.5839,0,6,
1223,person13,960,538,946.5356,186.8711,0,1,
1223,person13,960,183,978.5906,-258.8649,0,1,
1223,person13,322,183,68.9334,-558.2264,0,1,
1223,person13,319,545,73.5166,130.4678,0,1,
1223,person13,319,897,63.0993,672.6310000000001,0,1,
1223,person13,958,898,931.6489999999999,637.2087,0,1,
1223,person13,1599,905,1703.0608,719.7810000000001,0,1,
1223,person13,1601,536,1772.2948,227.3693,0,1,
1223,person13,1596,181,3734.5209999999997,-932.0142,0,1,
1223,person13,306,699,89.3309,348.5989,0,2,
1223,person13,984,856,956.5703,580.0491,0,2,
1223,person13,984,856,1012.8287,-68.0259,0,2,
1223,person13,321,723,41.6939,415.4005,0,2,
1223,person13,1785,587,1688.2256,197.5731,0,2,
1223,person13,402,722,107.9928,381.7666,0,3,
1223,person13,353,817,165.7604,408.6921,0,3,
1223,person13,315,738,133.3051,382.0573,0,3,
1223,person13,683,720,1140.0763,284.1692,0,3,
1223,person13,1252,597,958.2954,119.2047,0,3,
1223,person13,612,582,772.5867,175.2889,0,3,
1223,person13,366,864,146.5198,572.5541,0,3,
1223,person13,1825,624,944.2799,-133.5799,0,3,
1223,person13,1366,591,1419.9034,270.5324,0,4,
1223,person13,1282,584,1097.8721,-248.2623,0,4,
1223,person13,1307,662,1390.3798,393.6151,0,4,
1223,person13,1306,702,1002.2794,-115.3918,0,4,
1223,person13,1126,580,1113.988,290.7602,0,4,
1223,person13,761,584,463.1567,192.0124,0,4,
1223,person13,503,573,313.4066,192.3362,0,4,
1223,person13,602,858,775.8919999999999,429.8275,0,4,
1223,person13,922,733,985.9251,518.0404,0,4,
1223,person13,980,848,975.4435,549.9393,0,4,
1223,person13,1131,596,1137.3856,320.6156,0,4,
1223,person13,1146,699,1163.5479,345.5631,0,4,
1223,person13,306,708,265.2654,238.7508,0,4,
1223,person13,1778,632,1367.5552,89.7062,0,4,
1223,person13,540,720,348.402,397.2052,0,5,
1223,person13,1270,569,1378.1083,281.2185,0,5,
1223,person13,362,594,176.9384,195.2039,0,5,
1223,person13,1279,577,1366.7167,297.6618,0,5,
1223,person13,1287,678,1189.6069,471.2833,0,5,
1223,person13,946,835,938.2719999999999,281.5581,0,5,
1223,person13,904,590,883.7502,256.1681,0,5,
1223,person13,818,956,629.7614,280.8063,0,5,
1223,person13,733,590,341.6647,205.5585,0,5,
1223,person13,491,573,343.63599999999997,215.72099999999998,0,5,
1223,person13,1187,716,1230.8796,452.8697,0,5,
1223,person13,423,717,598.0917,348.80699999999996,0,5,
1223,person13,780,587,1036.5507,-80.9454,0,5,
1223,person13,1782,647,1099.9678,-79.9763,0,5,
1223,person13,959,538,964.0303,196.0277,0,6,
1223,person13,961,183,1005.1206,-232.7509,0,6,
1223,person13,319,176,84.0453,-554.174,0,6,
1223,person13,320,541,69.1984,95.8552,0,6,
1223,person13,324,900,51.253,654.0789,0,6,
1223,person13,960,901,941.5196,584.6112,0,6,
1223,person13,1604,903,1712.1467,687.2885,0,6,
1223,person13,1599,538,1789.5605,238.0769,0,6,
1223,person13,1592,180,1909.4377,-216.0228,0,6,
1224,person8,949,547,972.1916,-16.4036,0,1,
1224,person8,959,534,972.6683,-15.9495,0,1,
1224,person8,963,188,1043.6888,-402.6705,0,1,
1224,person8,1609,182,2459.0447,-564.1673,0,1,
1224,person8,1607,541,2019.0284,-32.284,0,1,
1224,person8,1605,909,1966.4844,528.225,0,1,
1224,person8,953,899,954.6853,464.8537,0,1,
1224,person8,324,897,-143.4678,473.5061,0,1,
1224,person8,320,536,-52.2111,-147.6484,0,1,
1224,person8,323,174,240.1511,-420.9169,0,1,
1224,person8,303,728,-136.6182,173.0469,0,2,
1224,person8,988,857,1005.5422,404.3553,0,2,
1224,person8,988,857,1017.7079,401.6675,0,2,
1224,person8,306,733,-120.3468,176.4098,0,2,
1224,person8,1803,686,2267.2837,26.3893,0,2,
1224,person8,910,698,898.8423,210.4759,0,3,
1224,person8,1281,567,1075.6342,-327.3257,0,3,
1224,person8,340,819,-14.1422,237.7888,0,3,
1224,person8,513,590,215.9971,-5.03,0,3,
1224,person8,629,580,417.2513,-32.1035,0,3,
1224,person8,1857,695,1032.3783,-318.8185,0,3,
1224,person8,1362,604,1630.74,38.5697,0,4,
1224,person8,1267,583,1522.8679,42.7685,0,4,
1224,person8,1273,673,1352.838,247.1624,0,4,
1224,person8,1115,599,663.6262,-10.9934,0,4,
1224,person8,774,564,1032.0974,-295.7698,0,4,
1224,person8,485,580,346.3857,338.9908,0,4,
1224,person8,632,848,372.4629,370.5522,0,4,
1224,person8,926,743,905.9691,245.8858,0,4,
1224,person8,978,840,974.0956,333.8731,0,4,
1224,person8,1130,591,1300.0166,94.9865,0,4,
1224,person8,1168,691,1318.5955,151.6426,0,4,
1224,person8,265,704,-171.8855,93.26899999999999,0,4,
1224,person8,1799,681,2181.4629,100.3411,0,4,
1224,person8,891,677,893.2928,127.4574,0,5,
1224,person8,658,667,635.3499,131.4766,0,5,
1224,person8,602,683,624.0804,117.48700000000001,0,5,
1224,person8,581,755,1069.3784,-334.991,0,5,
1224,person8,361,623,520.059,-178.9859,0,5,
1224,person8,376,581,36.5686,-1.6565,0,5,
1224,person8,196,568,-140.9697,-109.7673,0,5,
1224,person8,457,680,1095.875,-324.6996,0,5,
1224,person8,928,683,1107.119,-308.5491,0,5,
1224,person8,1145,650,1080.1306,-313.5998,0,5,
1224,person8,1367,640,1083.2792,-319.8936,0,5,
1224,person8,1367,641,1132.9125,-311.7767,0,5,
1224,person8,1238,710,1146.1288,-308.9752,0,5,
1224,person8,1086,777,1043.4286,-279.4946,0,5,
1224,person8,764,792,908.3696,249.4996,0,5,
1224,person8,620,776,745.7869,363.1413,0,5,
1224,person8,559,803,336.6425,299.5339,0,5,
1224,person8,553,828,315.89099999999996,338.3012,0,5,
1224,person8,584,816,925.0545,-259.7287,0,5,
1224,person8,631,813,1067.451,-291.4623,0,5,
1224,person8,987,834,1119.5798,-293.8137,0,5,
1224,person8,1205,732,911.1677,95.7339,0,5,
1224,person8,1273,737,907.6273,104.3727,0,5,
1224,person8,1204,772,990.663,79.4164,0,5,
1224,person8,926,784,1095.863,-265.6815,0,5,
1224,person8,802,781,1098.3993,-274.60900000000004,0,5,
1224,person8,1014,748,978.6569,-257.9408,0,5,
1224,person8,1834,654,2238.3689,67.89399999999999,0,5,
1224,person8,949,535,978.814,10.0897,0,6,
1224,person8,955,528,976.3617,16.401,0,6,
1224,person8,950,538,979.1196,16.2466,0,6,
1224,person8,962,888,964.569,463.7821,0,6,
1224,person8,960,891,952.8185,508.9768,0,6,
1224,person8,1609,903,1967.7688,547.0597,0,6,
1224,person8,1588,540,2001.6796,-16.2042,0,6,
1224,person8,1611,542,1986.3661,-2.697,0,6,
1224,person8,1598,536,1968.8773,16.1314,0,6,
1224,person8,1611,180,2292.2593,-440.0101,0,6,
1224,person8,1609,182,2249.189,-439.545,0,6,
1224,person8,968,186,1013.627,-407.9709,0,6,
1224,person8,317,534,-46.9793,-135.5463,0,6,
1224,person8,318,908,-134.1747,495.6937,0,6,
1224,person8,314,183,125.5362,-823.2299,0,6,
1225,person14,966,188,937.1988,-17.956,0,1,
1225,person14,1608,182,1815.7443,-27.7999,0,1,
1225,person14,1597,544,1745.4122,413.2285,0,1,
1225,person14,1598,904,1717.6428,901.437,0,1,
1225,person14,961,902,916.4816,741.6555,0,1,
1225,person14,953,540,914.2928,359.0345,0,1,
1225,person14,323,907,92.0915,903.8666,0,1,
1225,person14,326,542,59.1257,379.2125,0,1,
1225,person14,320,186,39.1356,-198.5325,0,1,
1225,person14,322,718,-49.8029,511.634,0,2,
1225,person14,567,705,-34.413000000000004,645.3585,0,2,
1225,person14,309,711,901.4875,-51.5245,0,2,
1225,person14,1122,863,990.1147,313.0839,0,2,
1225,person14,1804,627,1070.799,34.4561,0,2,
1225,person14,1090,811,1074.5616,591.5695,0,3,
1225,person14,1018,578,985.015,357.2946,0,3,
1225,person14,438,736,162.2267,573.5143,0,3,
1225,person14,1117,575,1165.8429,385.9832,0,3,
1225,person14,301,735,-5.3467,583.7216,0,3,
1225,person14,1300,716,1354.3127,536.611,0,3,
1225,person14,1823,626,1032.9032,92.1241,0,3,
1225,person14,1362,563,1387.912,398.4813,0,4,
1225,person14,1275,584,1371.7443,390.4804,0,4,
1225,person14,1303,706,1279.2206,459.9899,0,4,
1225,person14,1148,586,1154.7797,363.0906,0,4,
1225,person14,749,592,614.5012,389.5984,0,4,
1225,person14,506,586,326.3336,383.0675,0,4,
1225,person14,627,829,468.2935,663.5314,0,4,
1225,person14,923,695,814.1781,516.0798,0,4,
1225,person14,1018,847,998.1887,605.0605,0,4,
1225,person14,1139,596,1029.5145,51.4368,0,4,
1225,person14,1179,708,1207.7704,454.6812,0,4,
1225,person14,305,728,663.7549,194.5984,0,4,
1225,person14,1818,635,1074.517,-87.7104,0,4,
1225,person14,1180,701,1230.4432,501.0168,0,5,
1225,person14,1252,618,1226.6885,485.1181,0,5,
1225,person14,1125,606,1196.194,400.2399,0,5,
1225,person14,1085,693,1139.6016,402.2686,0,5,
1225,person14,1299,697,1146.0232,404.5962,0,5,
1225,person14,1394,579,1137.4774,419.9759,0,5,
1225,person14,1028,584,934.0256,29.6587,0,5,
1225,person14,958,684,848.1460000000001,212.731,0,5,
1225,person14,905,575,834.1507,369.2257,0,5,
1225,person14,790,704,919.3962,84.7773,0,5,
1225,person14,767,588,593.3913,398.8625,0,5,
1225,person14,1783,645,1646.7627,308.2119,0,5,
1225,person14,953,540,924.3808,331.8597,0,6,
1225,person14,960,904,939.9526,723.6711,0,6,
1225,person14,314,904,43.9175,881.079,0,6,
1225,person14,313,541,45.2011,377.3601,0,6,
1225,person14,318,185,59.5658,-143.0052,0,6,
1225,person14,968,179,935.5261,-54.5904,0,6,
1225,person14,1596,174,1815.1128,-58.3916,0,6,
1225,person14,1596,546,1759.3333,380.7526,0,6,
1225,person14,1606,900,1717.6315,873.9371,0,6,
1226,person0,330,189,144.6779,71.9433,0,1,
1226,person0,963,188,932.1528,87.7333,0,1,
1226,person0,1607,191,1715.5146,123.6247,0,1,
1226,person0,1604,190,1713.0291,136.9781,0,1,
1226,person0,1605,537,1697.4163,563.9062,0,1,
1226,person0,1599,900,1623.1317,1064.8666,0,1,
1226,person0,966,905,874.3760000000001,969.0319,0,1,
1226,person0,323,905,143.7037,1049.6652,0,1,
1226,person0,312,539,60.1828,585.649,0,1,
1226,person0,966,539,931.9934,487.1447,0,1,
1226,person0,1395,590,1360.7745,600.8131,0,2,
1226,person0,1099,609,1080.3004,560.4448,0,2,
1226,person0,1222,559,1300.5002,595.9098,0,2,
1226,person0,1280,562,947.1217,216.8175,0,2,
1226,person0,778,592,674.7137,590.018,0,2,
1226,person0,653,598,957.3754,202.0466,0,2,
1226,person0,1851,710,1801.2596,742.5276,0,2,
1226,person0,412,571,216.3909,620.4411,0,3,
1226,person0,903,582,838.4128,548.1934,0,3,
1226,person0,433,746,263.5308,798.4184,0,3,
1226,person0,1308,595,994.7372,328.4578,0,3,
1226,person0,586,842,505.0387,959.2574,0,3,
1226,person0,1232,740,1188.5957,727.2261,0,3,
1226,person0,1189,728,963.8102,227.4757,0,3,
1226,person0,1184,612,1193.7225,669.3159,0,3,
1226,person0,1850,686,1043.7498,300.2529,0,3,
1226,person0,1380,594,1316.2787,626.4528,0,4,
1226,person0,1271,578,1297.6157,646.1418,0,4,
1226,person0,1308,706,1226.4996,647.0767,0,4,
1226,person0,1144,595,1091.2743,646.3431,0,4,
1226,person0,717,557,629.109,608.7996,0,4,
1226,person0,753,573,957.8441,217.0267,0,4,
1226,person0,528,593,425.9981,601.6629,0,4,
1226,person0,612,866,489.0937,930.9636,0,4,
1226,person0,921,717,961.363,265.0698,0,4,
1226,person0,981,883,974.3613,945.5633,0,4,
1226,person0,1142,605,1070.6964,266.4844,0,4,
1226,person0,1134,692,1061.4808,242.9284,0,4,
1226,person0,1173,698,1128.9156,745.5673,0,4,
1226,person0,317,734,723.2482,670.6589,0,4,
1226,person0,1817,640,1202.9141,301.4632,0,4,
1226,person0,289,591,164.1106,593.1685,0,5,
1226,person0,369,571,301.9903,614.0253,0,5,
1226,person0,555,585,534.4211,624.8782,0,5,
1226,person0,627,581,553.3488,620.9352,0,5,
1226,person0,748,577,728.0107,568.3623,0,5,
1226,person0,857,587,981.8932,253.9813,0,5,
1226,person0,285,706,208.7857,764.6812,0,5,
1226,person0,427,692,215.1866,769.8383,0,5,
1226,person0,498,614,357.5247,611.5708,0,5,
1226,person0,634,616,515.3655,626.2032,0,5,
1226,person0,720,595,579.9791,609.8112,0,5,
1226,person0,866,589,854.9109,568.1024,0,5,
1226,person0,1823,684,1788.7236,795.554,0,5,
1226,person0,320,189,151.7615,84.516,0,6,
1226,person0,963,186,921.0858,115.9629,0,6,
1226,person0,1593,181,1687.5929,140.2894,0,6,
1226,person0,1599,541,1651.3701,585.0067,0,6,
1226,person0,1603,896,1596.9597,1106.1786,0,6,
1226,person0,961,905,931.5253,908.8892,0,6,
1226,person0,321,895,139.8688,1060.7855,0,6,
1226,person0,325,537,47.7548,535.6797,0,6,
1226,person0,953,542,893.9839,500.2536,0,6,
1227,person8,962,539,965.5895,6.4696,0,1,
1227,person8,967,915,967.8107,511.14,0,1,
1227,person8,958,898,943.5514,513.6431,0,1,
1227,person8,322,891,-111.0378,510.5927,0,1,
1227,person8,325,550,-37.5055,-103.9129,0,1,
1227,person8,955,179,1031.6951,-375.63,0,1,
1227,person8,321,180,146.4597,-782.192,0,1,
1227,person8,321,180,1163.1228,311.158,0,1,
1227,person8,1598,546,1989.6326,-26.3191,0,1,
1227,person8,1599,181,2329.9819,-495.3156,0,1,
1227,person8,1602,895,1974.8729,521.5301,0,1,
1227,person8,276,708,-137.7401,148.2121,0,2,
1227,person8,1012,855,1025.0225,426.3104,0,2,
1227,person8,1012,855,1039.8993,442.8464,0,2,
1227,person8,323,699,-98.2866,171.4705,0,2,
1227,person8,1832,672,1444.0989,-191.5497,0,2,
1227,person8,924,728,878.8771,187.2883,0,3,
1227,person8,1295,582,1477.1909,32.296,0,3,
1227,person8,384,842,-4.2029,365.4034,0,3,
1227,person8,536,562,290.0175,-38.1493,0,3,
1227,person8,672,588,461.6649,6.1185,0,3,
1227,person8,1865,684,2240.6731,115.7534,0,3,
1227,person8,1400,564,1648.2869,10.6056,0,4,
1227,person8,1309,583,1444.3698,30.3739,0,4,
1227,person8,1294,683,1082.8633,-251.2914,0,4,
1227,person8,1172,609,1102.4006,-358.3137,0,4,
1227,person8,757,574,686.0124,-21.1438,0,4,
1227,person8,535,589,272.3706,-25.4902,0,4,
1227,person8,589,818,347.0132,338.96,0,4,
1227,person8,929,707,891.3172,182.5531,0,4,
1227,person8,958,830,984.1187,379.7897,0,4,
1227,person8,1144,580,1319.0923,169.3962,0,4,
1227,person8,1193,710,1309.9646,196.1559,0,4,
1227,person8,298,721,773.1811,-203.2099,0,4,
1227,person8,1858,615,2322.7068,55.1882,0,4,
1227,person8,995,723,1076.4143,71.0957,0,5,
1227,person8,855,746,1079.0430000000001,82.1714,0,5,
1227,person8,644,748,1025.713,130.5346,0,5,
1227,person8,638,750,1048.8107,-385.5023,0,5,
1227,person8,610,781,1047.2723,-356.0853,0,5,
1227,person8,798,788,784.987,239.2617,0,5,
1227,person8,1050,761,767.8530000000001,336.2205,0,5,
1227,person8,1204,753,1054.0685,183.6777,0,5,
1227,person8,1221,750,1250.2765,236.5476,0,5,
1227,person8,1273,700,1331.6664,199.7532,0,5,
1227,person8,1308,628,1512.6724,44.8414,0,5,
1227,person8,1309,541,1515.2238,44.7026,0,5,
1227,person8,1280,559,1100.5634,-267.237,0,5,
1227,person8,1066,608,1062.5272,-293.0153,0,5,
1227,person8,707,587,1034.0273,-308.1871,0,5,
1227,person8,593,601,941.6987,-310.5518,0,5,
1227,person8,542,640,876.3927,-613.0014,0,5,
1227,person8,491,669,971.6772,-596.2126,0,5,
1227,person8,471,680,962.0537,-560.5806,0,5,
1227,person8,732,796,588.6215,253.5456,0,5,
1227,person8,892,832,609.1923,277.6305,0,5,
1227,person8,945,864,768.1802,348.6184,0,5,
1227,person8,1026,830,1018.7539,-222.5322,0,5,
1227,person8,1121,772,1165.4661,-355.0478,0,5,
1227,person8,1173,725,945.3784,-440.8795,0,5,
1227,person8,1831,663,2225.4993,46.2454,0,5,
1227,person8,956,544,984.2967,-19.9804,0,6,
1227,person8,964,899,956.1345,464.3354,0,6,
1227,person8,323,905,-132.4978,466.8708,0,6,
1227,person8,325,537,-49.8333,-158.2149,0,6,
